Artist,Title
Post Malone ,I'm Gonna Be
Big Sean ,Harder Than My Demons
Zacari ,Redemption Interlude
The Notorious B.I.G. ,Juicy
Jorja Smith ,Be Honest
Sylvan Esso ,Radio
Saweetie ,Fast (Motion)
Nas ,Simple Things
JID ,Can’t Punk Me
Lil Nas X ,Old Town Road
BTS ,MIC Drop
Kehlani ,Feels
Jason Derulo ,Trumpets
Marshmello ,Happier
2 Chainz ,Good Drank
Tory Lanez ,Staccato
Juice WRLD ,Fast
Pusha T ,Let The Smokers Shine The Coupes
Don Toliver ,5X
The Weeknd ,Wasted Times
Trippie Redd ,Never Change
Machine Gun Kelly ,title track
Gunna ,Richard Millie Plain
BROCKHAMPTON ,I BEEN BORN AGAIN
NF ,TRUST
Billie Eilish ,when the party's over
Tyga ,MAMACITA
Drake ,The Motto
NAV ,Taking Chances
Yeat ,Rëal six
Gunna ,so far ahead > empire
Dreezy ,Body
Rich Brian ,Introvert
Oda Kirkwood ,Blurred Lines
Lana Del Rey ,Mariners Apartment Complex
Drake ,BackOutsideBoyz
Wiz Khalifa ,Royal Highness
Migos ,Deadz
The Weeknd ,Blinding Lights
Tim McGraw ,Meanwhile Back At Mama's
ZAYN ,sHe
Beck ,Up All Night
Quavo ,WORKIN ME
Wale ,On Chill
Twenty One Pilots ,Goner
Chance the Rapper ,Found A Good One (Single No More)
Alessia Cara ,Make It To Christmas
Meghan Trainor ,My Kind Of Present
Meek Mill ,Monster
Vice ,Obsession
Jack Johnson ,Banana Pancakes
Tame Impala ,Is It True
Aminé ,Can’t Decide
Quavo ,PASS OUT
Agust D ,Honsool
Chance the Rapper ,All Day Long
Juice WRLD ,Ring Ring
XXXTENTACION ,Hope
Billie Eilish ,Bored
Future ,WIFI LIT
Tory Lanez ,Why DON'T You LOVE me?
Taylor Swift ,Out Of The Woods
Swae Lee ,Sextasy
G,Eazy  What If
Kendrick Lamar ,Rich  Interlude
BANNERS ,Shine A Light
The Notorious B.I.G. ,Hypnotize  2014 Remaster
Quinn XCII ,Common
Twenty One Pilots ,Legend
Gorillaz ,Let Me Out
Lana Del Rey ,California
Southside ,Hold That Heat
Bruno Mars ,777
Leon Bridges ,Steam
Zara Larsson ,So Good
Tyga ,Haute
Ty Dolla $ign ,By Yourself
Trippie Redd ,Hate Me
Drake ,Deep Pockets
NAV ,Price On My Head
Metro Boomin ,On Time
DaBaby ,Baby Sitter
Big Sean ,Play No Games
Khalid ,Up All Night
One Direction ,Home
Lauv ,Chasing Fire
Zach Bryan ,Heading South
Drake ,6PM In New York
Trippie Redd ,The Grinch
Drake ,Right Hand
Trippie Redd ,The Way
Tory Lanez ,Real Thing
Lorde ,The Man with the Axe
Fetty Wap ,Like A Star
Logic ,Get Up
Russ ,Civil War
JID ,Crack Sandwich
Jack Harlow ,Already Best Friends
DJ Khaled ,Major Bag Alert
Marvin Divine ,Barely Legal 2021
Jack Harlow ,I'd Do Anything To Make You Smile
Taylor Swift ,Message In A Bottle (Fat Max G Remix) (Taylor’s Version)
Trippie Redd ,Shake It Up
Childish Gambino ,42.26
G,Eazy  Order More
Empire of the Sun ,Walking On A Dream
Zedd ,Make You Say
Red Hot Chili Peppers ,Californication
girl in red ,Serotonin
Kesha ,Finding You
LANY ,heart won't let me
Charlie Puth ,Done for Me
The Carters ,713
Zach Bryan ,Highway Boys
Rich The Kid ,Stuck Together
Tony Bennett ,My Favourite Things
David Guetta ,Don't Leave Me Alone
Eminem ,I Will
ROSALÍA ,SAOKO
Dreamville ,Sunset
Post Malone ,When I’m Alone
Trippie Redd ,Love Sick
Jessie J ,Bang Bang
Lana Del Rey ,Young And Beautiful
Beyoncé ,SUMMER RENAISSANCE
FKA twigs ,sad day
ROSALÍA ,"Yo x Ti, Tu x Mi"
Kygo ,Stay
Childish Gambino ,Time
Enrique Iglesias ,EL BAÑO
Luke Combs ,My Kinda Folk
Frank Ocean ,Thinkin Bout You
Miley Cyrus ,Happy Xmas (War Is Over)
AlunaGeorge ,I'm In Control
Lil Tjay ,Move On
Polo G ,No Return
Kanye West ,On God
One Direction ,If I Could Fly
ZAYN ,BeFoUr
G,Eazy  Calm Down
Thomas Rhett ,Die A Happy Man
Old Dominion ,Break Up with Him
The Lumineers ,Life In The City
Bruce Springsteen ,"Santa Claus Is Comin' to Town  Live at C.W. Post College, Greenvale, NY  December 1975"
Metro Boomin ,Lock On Me
ZAYN ,INTERMISSION: fLoWer
Eminem ,In Too Deep
Tom Odell ,Another Love
Kanye West ,Remote Control
Bon Iver ,10 d E A T h b R E a s T ⚄ ⚄
Frank Ocean ,Cayendo (Side A  Acoustic)
Thomas Rhett ,Craving You
Nat King Cole ,The Christmas Song (Merry Christmas To You)  Remastered 1999
"Tyler, The Creator ",RUNNING OUT OF TIME
NAV ,Good Intentions (Intro)
Meghan Trainor ,Title
Juice WRLD ,Won’t Let Go
Future ,I'M DAT N****
R3HAB ,Flames
Michael Jackson ,Thriller
David Nail ,Night's On Fire
Luke Combs ,Hurricane
The Kid LAROI ,WITHOUT YOU
Tom Petty and the Heartbreakers ,You Got Lucky
Red Hot Chili Peppers ,Black Summer
Future ,Real Love
Troye Sivan ,Easy
Joji ,Like You Do
One Direction ,Where Do Broken Hearts Go
Skylar Grey ,Last One Standing
Bad Bunny ,Aguacero
MKTO ,Bad Girls
NAV ,To My Grave
Big Sean ,Full Circle
JP Cooper ,September Song
Sebastian Yatra ,Dos Oruguitas
Labrinth ,Forever
21 Savage ,3AM on Glenwood
Tame Impala ,Tomorrow's Dust
Meek Mill ,Hot
DJ Snake ,Turn Down for What
Bing Crosby ,Winter Wonderland
Noah Cyrus ,July
ZAYN ,rEaR vIeW
Avicii ,Tough Love
Beach Bunny ,Cloud 9
Chance the Rapper ,Child of God
DJ Khaled ,Do You Mind
Lil Wayne ,Dreams
Foo Fighters ,Arrows
StaySolidRocky ,Party Girl
Tory Lanez ,Broke Leg
Wiz Khalifa ,Out in Space
Ty Dolla $ign ,Or Nah
Migos ,Call Casting
Rvssian ,No Me Ame
Metallica ,Lux Æterna
Laura Les ,Haunted
J Balvin ,MOJAITA
Calvin Harris ,Feels
Bad Bunny ,Que Malo
The Kid LAROI ,Addison Rae
$NOT ,Whipski
iann dior ,shots in the dark
The Kid LAROI ,I WISH
Lil Wayne ,Stop Playin With Me
Tory Lanez ,SKAT
Porter Robinson ,Get Your Wish
Clinton Kane ,GO TO HELL
Rich The Kid ,End Of Discussion
Twenty One Pilots ,Shy Away
Johnny Mathis ,Silver Bells
Shaggy ,It Wasn't Me
Chris Brown ,Back To Sleep
Lady Gaga ,Million Reasons
Lauv ,Drugs & The Internet
TWICE ,MORE & MORE
Lil Uzi Vert ,The Way Life Goes
Los Del Limit ,Siendo Sincero
Taylor Swift ,The Very First Night (Taylor's Version) (From The Vault)
Lil Peep ,IDGAF
Juice WRLD ,Rockstar In His Prime
Summer Walker ,No Love
Drake ,Lemon Pepper Freestyle
Ellie Goulding ,Power
YoungBoy Never Broke Again ,No Where
Michael Bublé ,Ave Maria
Ski Mask The Slump God ,Far Gone
Lovejoy ,Perfume
Thomas Rhett ,Sixteen
Eminem ,The Real Slim Shady
Lil Wayne ,A Milli
Dr. Dre ,The Next Episode
Dropkick Murphys ,I'm Shipping Up To Boston
Lil Nas X ,LOST IN THE CITADEL
Harry Simeone Chorale ,The Little Drummer Boy  1965 Version
ScHoolboy Q ,Kno Ya Wrong
Kanye West ,30 Hours
Gunna ,Out The Hood
Daya ,"Sit Still, Look Pretty"
Chance the Rapper ,Cocoa Butter Kisses
Mayar Jenisk ,Longing Heart
St. Lucia ,Dancing On Glass
Meek Mill ,Expensive Pain
YoungBoy Never Broke Again ,Thug Of Spades
Kehlani ,up at night
Calvin Harris ,Over Now
Pusha T ,M.F.T.R.
Justin Timberlake ,Midnight Summer Jam
Harry Styles ,She
Ski Mask The Slump God ,ADMIT IT
ILLENIUM ,Paper Thin
Lana Del Rey ,Summer Bummer
Nat King Cole Trio ,All I Want For Christmas (Is My Two Front Teeth)  Remastered
Eminem ,Framed
Kanye West ,All Mine
NAV ,Friends & Family
The Kid LAROI ,STILL CHOSE YOU
Juice WRLD ,Rider
Drake ,Overdrive
Eminem ,Yah Yah
Morgan Wallen ,Silverado For Sale
The Weeknd ,Call Out My Name
King Von ,I Am What I Am
The Ronettes ,Sleigh Ride
Quavo ,SWING
Dan + Shay ,Tequila
Lil Pump ,Whitney
Metro Boomin ,Don't Come Out The House
Logic ,Perfect
DJ Khaled ,JUST BE
Rod Wave ,Rags2Riches
Glass Animals ,Tokyo Drifting
Lil Nas X ,Kick It
Elton John ,Cold Heart  PNAU Remix
Blake Shelton ,Neon Light
Troye Sivan ,My My My!
Vampire Weekend ,This Life
Morgan Wallen ,Blame It On Me
Macklemore ,Glorious
Kanye West ,God Is
MadeinTYO ,I Want
Drake ,Forever
Atlas Genius ,Molecules  Single Version
XXXTENTACION ,Ecstasy
Lil Yachty ,she ready
The 1975 ,Me & You Together Song
Central Cee ,Doja
ZHU ,Faded
Beyoncé ,BIGGER
Billie Eilish ,Your Power
Trippie Redd ,Miss The Rage
Taylor Swift ,Only The Young  Featured in Miss Americana
Panic! At The Disco ,(Fuck A) Silver Lining
Kid Cudi ,Swim In The Light
Harry Styles ,Two Ghosts
Chelsea Cutler ,the lifeboat's empty!
Galantis ,Gold Dust
Taylor Swift ,Wildest Dreams
CHVRCHES ,My Enemy
Matt Terry ,Sucker for You
Luke Combs ,Even Though I'm Leaving
Lil Wayne ,Open Safe
Don McLean ,American Pie
The Jackson 5 ,I Want You Back
DJ Khaled ,Juice WRLD DID
Bankrol Hayden ,Drop A Tear
Tory Lanez ,LUV
Kodak Black ,Roll In Peace
Logic ,Still Ballin
Brent Faiyaz ,FYTB (FEAT. JOONY)
XXXTENTACION ,BAD!
Taylor Swift ,The Man
Jason Derulo ,Talk Dirty
Demi Lovato ,SKIN OF MY TEETH
Playboi Carti ,Die4Guy
BTS ,Make It Right
Justin Bieber ,Get Used To It
Handsome Ghost ,Steps
Selena Gomez ,Back To You
Lil Yachty ,66
The Proclaimers ,I'm Gonna Be (500 Miles)
Kodak Black ,Super Gremlin
BTS ,Answer : Love Myself
Lady Gaga ,Perfect Illusion
Popp Hunna ,Adderall (Corvette Corvette)  Remix
Drake ,Knife Talk
21 Savage ,My Dawg
Dua Lipa ,Blow Your Mind (Mwah)
Bee Gees ,Stayin Alive
Porter Robinson ,Shelter
Fall Out Boy ,The Last Of The Real Ones
One Direction ,Steal My Girl  88 Ninety's 'Raiders of the Lost Art' Remix
NEIKED ,Better Days (NEIKED x Mae Muller x Polo G)
Maroon 5 ,Memories
"Tyler, The Creator ",WILSHIRE
DJ Snake ,Let Me Love You
Thomas Rhett ,Remember You Young
Post Malone ,Myself
Rachel Platten ,Stand By You
Cage The Elephant ,Night Running
Kodak Black ,No Flockin
Lil Durk ,Petty Too
Travie McCoy ,Golden
Big Grams ,Goldmine Junkie
Joji ,worldstar money (interlude)
Lil Baby ,Chastised
Arctic Monkeys ,505
Luke Combs ,New Every Day
JACKBOYS ,GANG GANG
Future ,Government Official
Billie Eilish ,my boy
6ix9ine ,TATI
Kehlani ,CRZY
Big Sean ,In Tune (& Metro Boomin)
Bailey Zimmerman ,Fall In Love
Bad Bunny ,Caro
Agust D ,28
Gunna ,ROCKSTAR BIKERS & CHAINS
6ix9ine ,KOODA
XXXTENTACION ,Moonlight
Ugly God ,Water
Dustin Lynch ,Small Town Boy
Justin Bieber ,Yummy  Summer Walker Remix
Walker Hayes ,Fancy Like
Imagine Dragons ,Mouth Of The River
Mike Posner ,Please Don't Go
Kendrick Lamar ,Hood Politics
Mac Miller ,Break The Law
Miley Cyrus ,Unholy
Ed Sheeran ,Beautiful People
21 Savage ,Many Men
Adele ,Water Under the Bridge
Foo Fighters ,Run
Lil Uzi Vert ,Malfunction
Trippie Redd ,Camp Fire Tale
j,hope  What if…
Calvin Harris ,Faith
ZAYN ,LIKE I WOULD
6ix9ine ,BUBA
Bruno Mars ,Perm
Trippie Redd ,How You Feel
Logic ,Wizard Of Oz
Summer Walker ,White Tee
Florida Georgia Line ,Always Gonna Love You
Trippie Redd ,Real Feel
Sleepy Hallow ,Die Young
Luke Combs ,Used To Wish I Was
BTS ,Disease
Trippie Redd ,Chosen
Gucci Mane ,Tootsies
Young Thug ,Bad Bad Bad
DaBaby ,OFF THE RIP
Lil Baby ,Heatin Up
Rex Orange County ,AMAZING
Good Gas ,How I Feel
Drake ,Losses
G,Eazy  Think About You
Bebe Rexha ,I'm Gonna Show You Crazy
Lil Nas X ,TALES OF DOMINICA
Erica Banks ,Buss It
Migos ,Walk It Talk It
Future ,My Collection
Harry Belafonte ,Banana Boat Song
One Direction ,They Don't Know About Us
Juice WRLD ,Bandit
Gotye ,Somebody That I Used To Know
Joji ,NIGHT RIDER
Vampire Weekend ,Harmony Hall
The Neighbourhood ,Daddy Issues
DaBaby ,PROLLY HEARD
James Arthur ,Train Wreck
Frank Ocean ,Dear April (Side A  Acoustic)
NLE Choppa ,Shotta Flow (Feat. Blueface) [Remix]
Chance the Rapper ,Finish Line / Drown
Lizzo ,Boys
Lil Skies ,Nowadays
Trippie Redd ,UKA UKA
A Boogie Wit da Hoodie ,Jungle
NF ,Hate Myself
Harry Styles ,Golden
Madison Beer ,Selfish
Bruno Mars ,Just the Way You Are
Macklemore & Ryan Lewis ,Thrift Shop
Four Tops ,"I Can't Help Myself (Sugar Pie, Honey Bunch)"
Ed Sheeran ,Happier
Gryffin ,You Were Loved
Lil Mosey ,Blueberry Faygo
"Tyler, The Creator ",MASSA
Soleima ,Low Life
Jonathan Groff ,Lost in the Woods
Daniel Caesar ,TOO DEEP TO TURN BACK
Joji ,Your Man
One Direction ,Girl Almighty
The 1975 ,Chocolate
The Lumineers ,BIG SHOT
Roddy Ricch ,rollercoastin
Mac Miller ,Once A Day
Drake ,Falling Back
Megan Thee Stallion ,Body
Lil Baby ,Catch The Sun
Tom Petty ,I Won't Back Down
Future ,Mink Flow
Imagine Dragons ,Boomerang
Dante Klein ,Let Me Hold You (Turn Me On)
Bryson Tiller ,Things Change
Ed Sheeran ,Tides
Juice WRLD ,Sometimes
Lil Peep ,Star Shopping
The Lumineers ,My Eyes
Yeat ,Poppin
Gunna ,pushin P
Denzel Curry ,CLOUT COBAIN | CLOUT CO13A1N
Darlene Love ,A Marshmallow World
DJ Khaled ,GOD DID
Future ,Jet Lag
Jaymes Young ,Infinity
Logic ,The Incredible True Story
Ariana Grande ,December
Moon Taxi ,Two High
Zach Bryan ,Mine Again
SZA ,Love Language
Juice WRLD ,In My Head
Kanye West ,I Love It (& Lil Pump)
John Legend ,Bring Me Love
Iggy Azalea ,Iggy SZN
Maroon 5 ,Sugar
Charli XCX ,Gone
Beyoncé ,MOVE
Nick Jonas ,Chains
Solkatt ,Aegean
Zay Hilfigerrr ,Juju On That Beat (TZ Anthem)
Moneybagg Yo ,GO!
$uicideboy$ ,Center Core Never More
Kanye West ,Wouldn't Leave
Mitski ,Working for the Knife
Trippie Redd ,Diamond Minds
Travis Scott ,ATeam
Don Toliver ,Smoke
Dan + Shay ,I Should Probably Go To Bed
Miley Cyrus ,Rockin' Around The Christmas Tree  Recorded at Spotify Studios NYC
Future ,Maybach
Priory ,Weekend
Russ ,Summer At 7
Elton John ,Step Into Christmas
Nicki Minaj ,Come See About Me
Tiny Meat Gang ,Daddy
Carly Rae Jepsen ,Warm Blood
Dua Lipa ,Levitating
Lorde ,Sober II (Melodrama)
Travis Scott ,Antidote
Don Toliver ,XSCAPE
Logic ,In my lifetime
Roddy Ricch ,Peta
NAV ,I'm Ready
Dominic Fike ,Elliot's Song
Vince Staples ,So What?  Episode 01
"Tyler, The Creator ","Enjoy Right Now, Today"
Nebu Kiniza ,Can't Deny
NewJeans ,Ditto
Joey Bada$$ ,FOR MY PEOPLE
Justin Bieber ,As I Am
Bruno Mars ,Talking to the Moon
Rae Sremmurd ,Up In My Cocina
XXXTENTACION ,RIP Roach
The Band Perry ,If I Die Young
PARTYNEXTDOOR ,TURN UP
Jonas Brothers ,Don't Throw it Away
David Bowie ,The Next Day
Rihanna ,Love On The Brain
Gucci Mane ,Dance with the Devil
Ed Sheeran ,Dive
Bad Bunny ,Hablamos Mañana
Free Nationals ,Time
August Alsina ,Drugs
Miguel ,Pineapple Skies
Sam Smith ,"Baby, You Make Me Crazy"
Shallou ,Begin
Camila Cabello ,Easy
Charles Perry ,Stranger To Love
J. Cole ,False Prophets
Ryn Weaver ,The Fool
R3HAB ,The Wave
Ugly God ,I'm a Nasty Hoe
Gabby Barrett ,The Good Ones
Lily Allen ,Somewhere Only We Know
Katy Perry ,This Is How We Do
Childish Gambino ,Terrified
Bee Gees ,Stayin' Alive  2007 Remastered Version Saturday Night Fever
Years & Years ,Desire  Gryffin Remix
Machine Gun Kelly ,god save me
Bring Me The Horizon ,Avalanche
2 Chainz ,4 AM
Sam Fischer ,What Other People Say
Eminem ,Little Engine
Future ,Over Your Head
Koe Wetzel ,April Showers
Rich The Kid ,Lost It
88rising ,Peach Jam
Ava Max ,My Head & My Heart
Carnage ,I Like Tuh
Polo G ,Broken Guitars
Chance the Rapper ,No Problem
2Pac ,Keep Ya Head Up
jxdn ,Angels & Demons
Chance the Rapper ,Do You Remember
J. Cole ,For Whom The Bell Tolls
Anderson .Paak ,Saviers Road
Bazzi ,Honest
Rod Wave ,Never Get Over Me
Ariana Grande ,successful
Gene Autry ,Here Comes Santa Claus (Right Down Santa Claus Lane)
TWICE ,The Feels
Miguel ,leaves
Nicky Jam ,X
Bad Bunny ,EN CASITA
Taylor Swift ,Sweet Nothing
MF DOOM ,Rapp Snitch Knishes feat. Mr. Fantastik
A$AP Ferg ,Nasty (Who Dat)
Lil Tecca ,MONEY ON ME
Jack Harlow ,21C/Delta
Lil Yachty ,Harley
Gucci Mane ,No Sleep  Intro
The 1975 ,The Sound
Rush ,Tom Sawyer
Kevin Gates ,Jam
Kevin Gates ,Thinking with My Dick
Panic! At The Disco ,The Greatest Show
Bad Bunny ,¿Quien Tu Eres?
Cardi B ,Hot Shit
Big Sean ,Big Bidness (& Metro Boomin)
A Boogie Wit da Hoodie ,Undefeated
Alabama Shakes ,Sound & Color
Taylor Swift ,illicit affairs
Big Sean ,Bezerk
Alicia Keys ,So Done
Ariana Grande ,Knew Better / Forever Boy
Don Toliver ,You
Playboi Carti ,Love Hurts
Drake ,Get Along Better
Lil Pump ,Drug Addicts
James Blake ,I Need A Forest Fire
DaBaby ,GOSPEL
KAROL G ,"Ay, DiOs Mío!"
5 Seconds of Summer ,Old Me
DeJ Loaf ,Try Me
Luke Bryan ,Knockin' Boots
Lil Durk ,Headtaps
Lana Del Rey ,High By The Beach
Sugarland ,Babe
2 Chainz ,Threat 2 Society
Nipsey Hussle ,Rap Niggas
NAV ,My Business
Ski Mask The Slump God ,Merlin’s Staff
Daft Punk ,Instant Crush
Anderson .Paak ,Headlow
R. City ,Locked Away
Kodak Black ,Feelin' Peachy
Who Is Fancy ,Goodbye
WALK THE MOON ,Shut Up and Dance
Major Lazer ,Run Up
Jhené Aiko ,Tryna Smoke
Joyner Lucas ,Your Heart
gnash ,I Hate U I Love U
Yandel ,CANCIÓN CON YANDEL
Maroon 5 ,Whiskey
Shawn Mendes ,It'll Be Okay
Beyoncé ,XO
Future ,Bought A Bad Bitch
Russ ,Take You Back
Leon Bridges ,Coming Home
Pop Smoke ,War
Linkin Park ,Nobody Can Save Me
A$AP Rocky ,M'$
Marshmello ,Numb
Bryan Adams ,Summer Of '69
Drake ,Sneakin’
Bailey Zimmerman ,Where It Ends
Joji ,WHY AM I STILL IN LA
Paramore ,Fake Happy
Khalid ,Twenty One
Lil Uzi Vert ,Two®
Bobby Helms ,Jingle Bell Rock
AJR ,Bang!
Darlene Love ,White Christmas
Nicky Jam ,El Perdón
Gucci Mane ,Robbed
Baby Keem ,naked freestyle
Will Dailey ,Higher Education
Big Sean ,Moves
$uicideboy$ ,Genesis
Tory Lanez ,The Coldest Playboy
blackbear ,hot girl bummer
JIN ,The Astronaut
Taylor Swift ,Glitch
Wiz Khalifa ,420 Freestyle
Lil Peep ,Life is Beautiful
Chris Stapleton ,Might As Well Get Stoned
Common ,Glory (From the Motion Picture Selma)
Kodak Black ,Let Me Know
Daniel Caesar ,RESTORE THE FEELING
Selena Gomez ,Kill Em With Kindness
Cam ,Burning House
Dua Lipa ,Pretty Please
PnB Rock ,Lovin'
Bhad Bhabie ,Hi Bich
NAV ,Time Piece
Bad Bunny ,DÁKITI
Glass Animals ,Life Itself
Faith Hill ,Where Are You Christmas
Jack Ü ,Mind
MKTO ,American Dream
Sam Hunt ,Ex To See
Tom Petty ,You Don't Know How It Feels
Miley Cyrus ,When I Look At You
Rick Ross ,Dead Presidents
Migos ,Beast
DMX ,Where The Hood At
Meghan Trainor ,Better
BTS ,For Youth
Kygo ,Feels Like Forever
Calvin Harris ,Heatstroke
Pusha T ,Diet Coke
Trippie Redd ,Holy Smokes
Young Thug ,Circle of Bosses
Logic ,The Glorious Five
Taylor Swift ,marjorie
XXXTENTACION ,infinity (888)
Bastille ,Good Grief
DJ Khaled ,Good Man
Jameson Rodgers ,Some Girls
Céline Dion ,O Holy Night
Paramore ,Told You So
Nick Jonas ,Bacon
Marvin Gaye ,Ain't No Mountain High Enough
Gucci Mane ,Money Make Ya Handsome
2 Chainz ,Dead Man Walking
Florence + The Machine ,June
iann dior ,Sick and Tired (ft. Machine Gun Kelly and Travis Barker)
Trippie Redd ,Together
Zendaya ,Something New
OneRepublic ,Start Again
Kendrick Lamar ,Die Hard
Rosa Walton ,I Really Want to Stay at Your House
Quality Control ,Ice Tray
$uicideboy$ ,Escape From BABYLON
Future ,Flip
BTS ,We are Bulletproof : the Eternal
Future ,31 DAYS
The Lumineers ,Gun Song
Sam Smith ,Leave Your Lover
j,hope  Chicken Noodle Soup
Journey ,Don't Stop Believin'
Red Velvet ,Bad Boy
Tyga ,Girls Have Fun
LunchMoney Lewis ,Whip It!
Hozier ,Almost (Sweet Music)
Solange ,Rise
Lana Del Rey ,Watercolor Eyes
Shawn Mendes ,A Little Too Much
Bing Crosby ,What Child Is This/The Holly And The Ivy  Medley / Remastered 2006
Nicki Minaj ,Super Freaky Girl
Tate McRae ,slower
"Tyler, The Creator ",LEMONHEAD
YG ,Why You Always Hatin?
Marshmello ,FRIENDS
Paramore ,Misery Business
Lil Wayne ,Get Outta My Head (ft. XXXTentacion)
Bruno Mars ,Leave The Door Open
Drake ,Emotionless
The Rolling Stones ,Sympathy For The Devil  50th Anniversary Edition
Jhené Aiko ,10k Hours
The Longest Johns ,Wellerman
Lil Durk ,Barbarian
Jerreau ,Really Got It
Lil Yachty ,Minnesota
Clinton Kane ,I GUESS I'M IN LOVE
Kygo ,Here for You
DJ Khaled ,No Brainer
J Balvin ,Negro
Thomas Rhett ,Slow Down Summer
6ix9ine ,DOOWEE
Lil Dicky ,$ave Dat Money
Migos ,Open It Up
Joji ,YEAH RIGHT
Lil Pump ,Racks on Racks
Chance the Rapper ,Roo
Justin Bieber ,Sorry
Sabrina Carpenter ,Thumbs
Young Thug ,Millions
A$AP Rocky ,Fine Whine
Charlie Puth ,I Don’t Think That I Like Her
Dan + Shay ,Take Me Home For Christmas
Justin Bieber ,The Christmas Song (Chestnuts Roasting On An Open Fire)
Rod Wave ,Pray 4 Love
Rae Sremmurd ,Throw Sum Mo
Disclosure ,Good Intentions
Rod Wave ,Shock Da World
KYLE ,iSpy
Stormzy ,Own It
A Boogie Wit da Hoodie ,Food for Thought
Nicki Minaj ,Familia
Justin Bieber ,Somebody
Sam Hunt ,2016
Ariana Grande ,R.E.M
Khalid ,Free Spirit
Joji ,BLAHBLAHBLAH DEMO
BROCKHAMPTON ,TONYA
Kid Cudi ,Stars In The Sky
City Girls ,Jobs
A$AP Mob ,Get The Bag
50 Cent ,P.I.M.P.
Justin Bieber ,Second Emotion
Juice WRLD ,Life's A Mess
Mac DeMarco ,My Kind Of Woman
Drake ,Spin Bout U
Khalid ,American Teen
Thomas Rhett ,Look What God Gave Her
"Tyler, The Creator ",MOMMA TALK
Only The Family ,Hellcats & Trackhawks
The Weeknd ,How Do I Make You Love Me?
BROCKHAMPTON ,COUNT ON ME
Galantis ,Peanut Butter Jelly
The Weeknd ,Faith
Khalid ,Know Your Worth
Lil Tjay ,Goin Up
Lewis Capaldi ,Someone You Loved
Migos ,"My Family  from ""The Addams Family"""
Imagine Dragons ,Sharks
BTS ,Butter
Bon Iver ,715  CR∑∑KS
Pharrell Williams ,Happy  Live
Migos ,Brown Paper Bag
Jameson Rodgers ,Cold Beer Calling My Name
Maren Morris ,The Bones
Avicii ,Silhouettes  Original Radio Edit
Jake Owen ,American Country Love Song
YoungBoy Never Broke Again ,Red Eye
Blake Shelton ,Gonna
Olivia Rodrigo ,good 4 u
Niall Horan ,On The Loose
Gucci Mane ,Shit Crazy
NAV ,No Debate
Vance Joy ,Take Your Time
Gunna ,Baby Birkin
Quality Control ,Baby (Lil Baby feat. DaBaby)
Playboi Carti ,FlatBed Freestyle
Thomas Rhett ,Blessed
Lil Uzi Vert ,Erase Your Social
Mason Ramsey ,Before I Knew It
Zac Brown Band ,Loving You Easy
Gucci Mane ,At Least a M
Adele ,Set Fire to the Rain
Twenty One Pilots ,Heavydirtysoul
Lauv ,Easy Love
Bad Bunny ,Tarot
Donny Hathaway ,This Christmas
Alesso ,Midnight
Andrew Andraos ,Ave Maria
Wiz Khalifa ,Figure It Out
Tyler Childers ,All Your'n
Trippie Redd ,I Try
Belly ,4 Days
Drake ,Free Smoke
Metro Boomin ,Blue Pill
Eminem ,Alfred  Interlude
David Guetta ,Hey Mama
Pusha T ,Open Air
Joji ,XNXX
Future ,Comin Out Strong
Young Thug ,Slime Shit
J. Cole ,The Climb Back
The Beach Boys ,We Three Kings Of Orient Are  1991 Remix
YoungBoy Never Broke Again ,Vette Motors
Eslabon Armado ,VETE A LA FREGADA
J.I the Prince of N.Y ,Need Me
YNW Melly ,Thugged Out
Kesha ,Hunt You Down
Bryson Tiller ,No Longer Friends
Frank Sinatra ,Santa Claus Is Comin' to Town
Lil Wayne ,Ball Hard (ft. Lil Twist)
Kendrick Lamar ,Auntie Diaries
Isaiah Rashad ,Lay Wit Ya
Wiz Khalifa ,Rolling Papers 2
G,Eazy  Running Wild (Tumblr Girls 2)
Sofia Karlberg ,Crazy in Love
A$AP Mob ,Bahamas
Eric Church ,Talladega
Tory Lanez ,Dope Boy's Diary
Jake Owen ,Real Life
Eminem ,Book of Rhymes
SZA ,Gone Girl
Gucci Mane ,1st Day Out Tha Feds
Lilly Wood and The Prick ,Prayer In C (Robin Schulz Remix) [Radio Edit]
Stone Temple Pilots ,Creep
A$AP Rocky ,L$D
Noah Cyrus ,Make Me (Cry)
Sia ,I'm Still Here
B.B. King ,Hummingbird
Eurythmics ,Sweet Dreams (Are Made of This)  Remastered
Luke Bryan ,Strip It Down
Lil Baby ,No Sucker
Jonas Brothers ,I Need You Christmas
Rita Ora ,Poison
Juice WRLD ,Girl Of My Dreams
Nico & Vinz ,Our Love
Fall Out Boy ,Irresistible
Chance the Rapper ,All Night
Justin Bieber ,Children
Ashnikko ,STUPID
Dua Lipa ,Physical
Ski Mask The Slump God ,Nuketown
Sam Smith ,I’m Ready
Eminem ,Like Home
Coldplay ,Magic
Logic ,Homicide
Justin Bieber ,Hold On
Gavin DeGraw ,Not Over You
BTS ,Butter (Instrumental)
Future ,Unicorn Purp
Bruno Mars ,Put On A Smile
Ty Dolla $ign ,3 Wayz
Solange ,Don't Touch My Hair
Drake ,Fountains
Young Thug ,Scoliosis
Don Toliver ,Swangin’ On Westheimer
Mobb Deep ,"Shook Ones, Pt. II"
